"","SRR8581315","SRR8581316","SRR8581317","SRR8581318","SRR8581319","SRR8581320"
"ENSMUSG00000025934",15.1819587157911,14.9725796700976,14.8909791222584,14.9505918478769,14.9482522133084,14.9386581521218
"ENSMUSG00000099343",6.63802160396756,6.9083489047619,7.01344995013026,7.28013771989339,7.50706498854156,7.03933697974799
"ENSMUSG00000036086",7.15493588439837,7.66106672105216,7.29712083377081,7.45558530149423,7.39876374067713,7.46888937007276
"ENSMUSG00000099760",5.50752879489982,5.00918720652806,5.95066119349011,5.88411833412336,5.44296135149636,5.91701104974649
"ENSMUSG00000104164",5.362439305367,5.38679519557386,6.00565863489013,6.36358459926878,6.25219413453281,5.98198084130302
"ENSMUSG00000058603",7.02435803626269,7.36293439901263,6.95945343414846,6.96964539210107,7.07623736535749,6.65455691114043
"ENSMUSG00000033488",10.1627449514525,10.2652378101269,10.2021112867324,9.86949471789359,9.99525973798749,9.76001686629554
"ENSMUSG00000025979",9.71481049718934,9.37537410682101,9.38475135676936,9.56625072426491,9.56838060071456,9.59747145334635
"ENSMUSG00000053333",9.14993272061021,9.10796088857439,8.8085884664248,9.35333289016128,9.48405504553121,9.17131754887146
"ENSMUSG00000102649",5.75218312825357,5.99198429844353,5.7583206101155,5.37092697012649,5.50944526078948,5.63132604504604
"ENSMUSG00000084106",10.3748630843719,10.5681252990797,10.333106502992,10.1408060120977,10.1573391953379,9.89378751908711
"ENSMUSG00000103984",5.8979382291084,5.71071335035483,5.89173975029222,6.07298709213147,5.86730142482859,5.91701104974649
"ENSMUSG00000025978",6.48732129244576,6.20200583123925,6.33793166423796,6.07298709213147,5.99540814299219,6.20242379907346
"ENSMUSG00000046994",8.05637562949798,7.71671673970787,7.89268327086186,8.49885692527852,8.23602999488165,8.07900202438372
"ENSMUSG00000082935",7.40837466345744,7.66915611125587,7.28859096465576,7.03085501099162,7.07623736535749,7.1084084424927
"ENSMUSG00000038349",5.86407536369426,5.88383007181158,5.72065731327014,5.95190786715216,5.86730142482859,5.80834621659003
"ENSMUSG00000056211",9.64298373116349,9.679074635237,9.6280300516874,9.76861514282172,9.70161403854826,9.90757283236689
